"","County_cd","Loc_cd","County_name","Chemical_name","Concentration..ppb.","Level_of_quantification..ppb.","Method_detection_level..ppb.","Sample_date","Latitude","Longitude","Site_code","Site_name","Sample_type","Study_cd","Study_description","Study_weblink","Data.source","Agency","Record_id"
"717858","31",30,"Placer","bifenthrin",0.0079,0.001,0.00091,"2013-04-30",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",471850
"717925","31",30,"Placer","bifenthrin",0,0.0020942,0.0017801,"2014-03-17",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",472009
"718074","31",29,"Placer","bifenthrin",0.0087,0.001,0.00091,"2013-08-06",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",482254
"718332","31",36,"Placer","bifenthrin",0,0.002,0.00091,"2011-08-01",38.79477,-121.37251,"31_36","Pleasant Grove Creek downstream receiving site(DPR site id: PGC058)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",471417
"718348","31",38,"Placer","bifenthrin",0.0067,0.005,0.00176,"2010-10-24",38.79151,-121.36338,"31_38","Kaseberg Creek Receiving Water at Blue Oaks Blvd(DPR site id: KBC100)","Single whole water sample",261,"DPR study 269 Further Characterization Of A Sacramento, California Area Urban Neighborhood July 2010 ? July 2011","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_2.pdf","DPR","California Department Of Pesticide Regulation",430068
"718600","31",28,"Placer","bifenthrin",0.00553,0.005,0.00176,"2009-08-28",38.80232,-121.33855,"31_28","Confl. of 2 Storm Drain outlfows-Opal/ Parkside Way, drains to Pleasant Grove Crk (DPR Site ID:PGC020)","Single whole water sample",89,"DPR Study 249, Monitoring Urban Pesticide Runoff in California 2008-2009.","http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/study_249_ensminger.pdf","DPR","California Department Of Pesticide Regulation",353556
"718629","31",28,"Placer","bifenthrin",0.0145,0.005,0.00176,"2009-05-01",38.80232,-121.33855,"31_28","Confl. of 2 Storm Drain outlfows-Opal/ Parkside Way, drains to Pleasant Grove Crk (DPR Site ID:PGC020)","Single whole water sample",89,"DPR Study 249, Monitoring Urban Pesticide Runoff in California 2008-2009.","http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/study_249_ensminger.pdf","DPR","California Department Of Pesticide Regulation",353541
"718633","31",26,"Placer","bifenthrin",0.017,0.005,0.00176,"2009-02-13",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",89,"DPR Study 249, Monitoring Urban Pesticide Runoff in California 2008-2009.","http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/study_249_ensminger.pdf","DPR","California Department Of Pesticide Regulation",353537
"719276","31",40,"Placer","bifenthrin",0.0116,0.002,0.00091,"2011-08-01",38.80398,-121.32869,"31_40","TribuStrm at Dr.PaulJ.DugnPk on Diamd Wods Cir nr influx to PlsntGrvCrk (DPR site id: PGC015)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",471437
"719288","31",31,"Placer","bifenthrin",0.009,0.001,0.00091,"2013-06-04",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",482997
"719402","31",34,"Placer","bifenthrin",0.0482,0.002,0.00091,"2012-01-20",38.80143,-121.33952,"31_34","Tributary stream nr. ParksideWay & BridgesideCt.  influx to Pleasant Grv crk(DPR site id: PGC025)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",471795
"720389","31",30,"Placer","bifenthrin",0.0212,0.001,0.00091,"2014-02-26",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",471599
"720467","31",26,"Placer","bifenthrin",0.0066,0.001,0.00091,"2013-02-19",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",476356
"720552","31",26,"Placer","bifenthrin",0.0121,0.001,0.00091,"2016-02-17",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1006066
"720553","31",31,"Placer","bifenthrin",0.0204,0.001,0.00091,"2015-11-01",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1005713
"720646","31",34,"Placer","bifenthrin",0.0033,0.001,0.00091,"2012-06-19",38.80143,-121.33952,"31_34","Tributary stream nr. ParksideWay & BridgesideCt.  influx to Pleasant Grv crk(DPR site id: PGC025)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",475382
"720762","31",31,"Placer","bifenthrin",0.0367,0.001,0.00091,"2013-11-19",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",476106
"720786","31",31,"Placer","bifenthrin",0.0148,0.001,0.00091,"2012-06-19",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",475362
"721005","31",30,"Placer","bifenthrin",0.048,0.002,0.00091,"2011-08-01",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",476261
"721057","31",31,"Placer","bifenthrin",0.0334,0.002,0.00091,"2012-01-20",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",471775
"721135","31",29,"Placer","bifenthrin",0.0023,0.001,0.00091,"2015-08-03",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1005589
"721248","31",34,"Placer","bifenthrin",0.0039,0.002,0.00091,"2011-08-01",38.80143,-121.33952,"31_34","Tributary stream nr. ParksideWay & BridgesideCt.  influx to Pleasant Grv crk(DPR site id: PGC025)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",471397
"721334","31",29,"Placer","bifenthrin",0.0525,0.002,0.00091,"2012-01-20",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",471735
"722400","31",31,"Placer","bifenthrin",0.0381,0.001,0.00091,"2015-02-06",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",465,"DPR Study 269 (2014-15). Further Characterization Of Sacramento, California Area Urban Neighborhoods","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol2014_15.pdf","DPR","California Department Of Pesticide Regulation",484133
"722484","31",27,"Placer","bifenthrin",0.0467,0.005,0.00176,"2009-04-07",38.79908,-121.34698,"31_27","Storm Drain at Crocker Ranch Road - drains to Pleasant Grove Crk (DPR Site ID:PGC030)","Single whole water sample",89,"DPR Study 249, Monitoring Urban Pesticide Runoff in California 2008-2009.","http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/study_249_ensminger.pdf","DPR","California Department Of Pesticide Regulation",353519
"722574","31",31,"Placer","bifenthrin",0.0099,0.001,0.00091,"2013-04-30",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",471867
"723148","31",29,"Placer","bifenthrin",0.0116,0.001,0.00091,"2013-06-04",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",482963
"723780","31",34,"Placer","bifenthrin",0.0508,0.002,0.00091,"2011-10-05",38.80143,-121.33952,"31_34","Tributary stream nr. ParksideWay & BridgesideCt.  influx to Pleasant Grv crk(DPR site id: PGC025)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",482786
"723872","31",30,"Placer","bifenthrin",0.131,0.002,0.00091,"2011-10-05",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",482744
"723877","31",31,"Placer","bifenthrin",0.0092,0.001,0.00091,"2015-08-03",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1005651
"723925","31",29,"Placer","bifenthrin",0.0985,0.005,0.00176,"2009-04-07",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",89,"DPR Study 249, Monitoring Urban Pesticide Runoff in California 2008-2009.","http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/study_249_ensminger.pdf","DPR","California Department Of Pesticide Regulation",353517
"724082","31",31,"Placer","bifenthrin",0.0045,0.001,0.00091,"2016-06-06",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",654,"DPR study 299: Ambient and Mitigation Monitoring in Urban Areas in Northern California, FY 2015-2016","http://cdpr.ca.gov/docs/emon/pubs/protocol/study299_ambient_mitigation_urban_areas.pdf","DPR","California Department Of Pesticide Regulation",1006128
"724237","31",29,"Placer","bifenthrin",0.0037,0.001,0.00091,"2015-06-08",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",465,"DPR Study 269 (2014-15). Further Characterization Of Sacramento, California Area Urban Neighborhoods","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol2014_15.pdf","DPR","California Department Of Pesticide Regulation",486958
"724610","31",29,"Placer","bifenthrin",0.0332,0.005,0.00176,"2009-10-13",38.80477,-121.32733,"31_29","Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010)","Single whole water sample",260,"DPR study 264 Urban pesticide monitoring in northern California Oct 2009 - May 2010","http://cdpr.ca.gov/docs/emon/surfwtr/protocols/study264protocol.pdf","DPR","California Department Of Pesticide Regulation",427874
"725544","31",40,"Placer","bifenthrin",0.0168,0.002,0.00091,"2011-10-05",38.80398,-121.32869,"31_40","TribuStrm at Dr.PaulJ.DugnPk on Diamd Wods Cir nr influx to PlsntGrvCrk (DPR site id: PGC015)","Single whole water sample",463,"DPR Study 269. Further Characterization Of Sacramento, California Area Urban Neighborhoods. Addendum For Fiscal Year 2011-2012","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol_add.pdf","DPR","California Department Of Pesticide Regulation",482828
"726406","31",31,"Placer","bifenthrin",0.0165,0.001,0.00091,"2015-06-08",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",465,"DPR Study 269 (2014-15). Further Characterization Of Sacramento, California Area Urban Neighborhoods","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol2014_15.pdf","DPR","California Department Of Pesticide Regulation",486962
"727210","31",28,"Placer","bifenthrin",0.0485,0.005,0.00176,"2009-02-13",38.80232,-121.33855,"31_28","Confl. of 2 Storm Drain outlfows-Opal/ Parkside Way, drains to Pleasant Grove Crk (DPR Site ID:PGC020)","Single whole water sample",89,"DPR Study 249, Monitoring Urban Pesticide Runoff in California 2008-2009.","http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/study_249_ensminger.pdf","DPR","California Department Of Pesticide Regulation",353518
"728048","31",26,"Placer","bifenthrin",0,0.001,0.00091,"2014-08-06",38.79857,-121.34802,"31_26","Pleasant Grove Crk at Veteran's Memorial Park - (DPR Site ID:PGC040)","Single whole water sample",465,"DPR Study 269 (2014-15). Further Characterization Of Sacramento, California Area Urban Neighborhoods","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol2014_15.pdf","DPR","California Department Of Pesticide Regulation",486956
"729085","31",31,"Placer","bifenthrin",0.0129,0.001,0.00091,"2014-08-06",38.80261,-121.33881,"31_31","Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022)","Single whole water sample",465,"DPR Study 269 (2014-15). Further Characterization Of Sacramento, California Area Urban Neighborhoods","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol2014_15.pdf","DPR","California Department Of Pesticide Regulation",486961
"729145","31",30,"Placer","bifenthrin",0.177,0.001,0.00091,"2015-06-08",38.80273,-121.33853,"31_30","Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk","Single whole water sample",465,"DPR Study 269 (2014-15). Further Characterization Of Sacramento, California Area Urban Neighborhoods","http://cdpr.ca.gov/docs/emon/pubs/protocol/study269protocol2014_15.pdf","DPR","California Department Of Pesticide Regulation",486960
